ndvi,rainfall,temperature,urban_index,cause
0.43637900960924625,1489.4239375969419,30.769662327080972,0.3386658261097317,soil_degradation
0.2930087088717096,667.4624367384087,32.87444068372486,0.26416662297460214,drought
0.21780558135059255,1478.8496813445754,34.405966766875935,0.3243939877641361,deforestation
0.45732283013458536,826.2764380358278,26.844009970844155,0.2639445787760767,soil_degradation
0.5621040838012141,845.5344242262158,33.996082621779195,0.4882568606322425,healthy
0.3000325139802452,1230.6686989842015,25.045885455864095,0.49891979958800936,urban_expansion
0.732085369295632,1089.2790029546347,30.13156985447172,0.5800446874130576,healthy
0.6979106106692863,978.8888655668297,25.0161604203232,0.2581026703825139,healthy
0.29949364719748484,1397.2501475232332,34.99407119144061,0.1219045870458337,deforestation
0.43095277788001973,1114.373854690838,29.85307633417669,0.5996733063903787,urban_expansion
0.7122341873272571,991.7762572240798,34.4620896712387,0.4966748940036634,healthy
0.6212536288923478,1266.2657003583724,29.283991139110725,0.5723805184511694,healthy
0.41370472131111063,1098.000372684609,29.6611955869713,0.21910486457075587,soil_degradation
0.20149625796218537,1356.6309268435593,24.69772550797353,0.5116457276765519,urban_expansion
0.6911042733921628,1024.755419802161,25.37601683727782,0.34798455911552173,healthy
0.5033618293645874,1189.4998921758213,24.75628087338609,0.34697369501760544,soil_degradation
0.41709926595669644,1422.8354110261216,28.54076838573225,0.5641632422897285,urban_expansion
0.7751206878334056,1365.9802746518328,31.25702933761524,0.13624934506272976,healthy
0.4835716161123425,975.8988751644847,30.14935094647364,0.4829462887242185,urban_expansion
0.6729691234147163,1079.2011353707085,28.159227333676288,0.56743951889366,healthy
0.44402171039656524,1109.7553753416348,32.01281885967248,0.1261203378628503,soil_degradation
0.4191613667213657,1356.734136485871,28.430090421130352,0.4843391628025506,urban_expansion
0.3884846017864234,1362.3935620051022,28.030630009299507,0.35136114386082107,deforestation
0.6187711249704404,1371.3831688505147,30.043830025895282,0.5241240087194573,healthy
0.4192559192316574,684.645761783755,24.719373427513133,0.3120024776982324,soil_degradation
0.5532010409098104,1085.9221930368922,24.98931393671247,0.3963963546033904,healthy
0.4046764890849022,1000.4673530049042,25.741380204716656,0.14826991970881362,soil_degradation
0.2845658436618713,859.0048239674136,31.897896867521837,0.4873934567960697,urban_expansion
0.27821702992455666,1388.4794766231603,28.717242738186137,0.4328898734860641,deforestation
0.5680761979706881,1348.4815275039612,28.057301875091603,0.1993304998919441,healthy
0.5801088969227075,1445.712538476477,26.903145559870737,0.39467325668182796,healthy
0.5646876425998288,689.9854177740954,33.03818354028228,0.5924721938007698,healthy
0.6954168348243053,1099.2538514055868,24.14059730989454,0.5923482487046774,healthy
0.4841553350599076,1489.7894704521784,25.755442424462537,0.3375956434951951,soil_degradation
0.33021628548086673,938.6102718805723,24.92070135852393,0.46971866294369935,urban_expansion
0.7286986136006084,1395.0662976355293,26.85824948907877,0.2954176400319196,healthy
0.6522966380666507,1262.8629792983847,31.385708026535657,0.5485143398958507,healthy
0.6845962329853077,1088.0938983750586,24.08297300826225,0.11445853961637206,healthy
0.35000609295162144,1147.4992404368193,31.23467615681339,0.4901466111497136,urban_expansion
0.6371481903690958,1258.8483185300545,34.095304060396344,0.5223571362617123,healthy
0.3417531665388469,831.6803673919931,33.87627391035371,0.5140759906382661,urban_expansion
0.31687733600748014,908.877246791985,31.741408655660784,0.5904225463528042,urban_expansion
0.4277987249222271,1070.022020904013,33.45894179912581,0.14559742615174234,soil_degradation
0.6663100255386232,751.6935839767717,30.838246080315827,0.2852016336982772,healthy
0.7741145886726726,707.3306522602556,30.022960541143608,0.5626099733857983,healthy
0.5190188302400062,1463.3474130890584,25.03389601084145,0.3686651930005961,soil_degradation
0.6867694955320518,1020.4078083740136,32.28369842927235,0.27792017764029764,healthy
0.5693117714985612,1497.3888430983607,29.387290531923426,0.2577303264904316,healthy
0.5270408941651673,1277.6570448101859,27.502245246677713,0.36148856595292544,soil_degradation
0.3442301813399531,1363.7779625809633,33.98619436306625,0.5603028322534349,urban_expansion
0.22000811615161026,1358.952005865016,27.270691057863257,0.49740048980589424,urban_expansion
0.7414058051467942,945.6055394074892,29.582414377891777,0.2167806467506386,healthy
0.7933371258324591,729.0161275370898,26.620642711228744,0.19478324826743473,healthy
0.37079588927809387,1243.2444815710064,32.34322464086486,0.5341979295574922,urban_expansion
0.6550330242963602,1190.999138180448,27.273309544055667,0.3434486395989591,healthy
0.49610527629266854,1414.2422305521677,33.781121442192074,0.38254220156080454,soil_degradation
0.4490997211177464,774.8811033722144,34.693709913477655,0.30330254816887126,soil_degradation
0.7028472337231282,732.377281048555,32.387876378945215,0.3683778988178764,healthy
0.5455003055235739,1198.116307493577,28.15223666543541,0.31374096446508404,soil_degradation
0.7724022693026846,1180.6850967234016,25.645754217297082,0.3791048501062929,healthy
0.36372569446899883,913.4259658327052,24.73412726152546,0.5432560273339626,urban_expansion
0.7076112762954825,1346.9753775541521,33.03271030919616,0.5677367759958403,healthy
0.42170985469917566,1038.531345921834,34.09748639084063,0.18650116375870543,soil_degradation
0.5247797921076168,1172.4678549925152,24.653141648783638,0.563790963138258,urban_expansion
0.25806009211507824,660.2949802458293,24.306420839501847,0.3834762587940769,drought
0.23556485260433047,627.6209226661994,25.505752517034132,0.21800368061815859,drought
0.20090620198780185,1022.0372372465665,32.70738936383841,0.3509433831504737,deforestation
0.7520704694594467,1099.9803470753295,32.50711225646102,0.25666691622945526,healthy
0.7263283127292928,971.3782194658027,33.45237019988793,0.3609775586517926,healthy
0.397288219932605,1018.1511393800214,26.59974676993121,0.5767233738285951,urban_expansion
0.618990411914468,909.9311818927589,28.361704636955434,0.5559835524577862,healthy
0.5494321516928637,691.3157865511355,27.82730291892061,0.3812404833720837,soil_degradation
0.25778062475555114,783.2466842279664,32.63942225718656,0.3511082981899323,drought
0.7797720083059856,1304.109088085449,32.15524485128696,0.18927580151130716,healthy
0.5552640912668148,888.7961200465315,31.94210350010862,0.3622022983880818,healthy
0.6597727681465052,1163.1353700154532,24.455741710481668,0.2780159560486629,healthy
0.4540725787906807,922.026879729248,30.445909672768984,0.23800752934016148,soil_degradation
0.7072442792443194,706.0348741492005,29.356838012999972,0.35891627912562674,healthy
0.7294549401687049,732.1836498673451,31.17962421394248,0.39938777395544345,healthy
0.3234978856513428,1497.5005221240478,26.86989105894042,0.5480046851010694,urban_expansion
0.4439234175255573,1233.0699886421867,33.97585718340664,0.42006143573914567,soil_degradation
